Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Lake Mackay,748438,34606,Australia,Gold,16GRRC007,12/20/2016,Gold,ABM Resources NL,4347760,Target Outline,Yes,Surface,Extension,ABU-ASX,0.0798,0.0918,>10 - 100,29.82,34.33,15.03%,FALSE,86,,,
Redcliffe,736450,34665,Australia,Gold,GTRC382D,11/30/2016,Gold,NTM Gold Limited,4352907,Feasibility Started,Yes,Surface,Extension,NTM-ASX,0.0411,0.0435,<10,9.29,10.94,5.81%,FALSE,170,,,
Makabingui,735218,36500,Senegal,Gold,RCM066,11/28/2016,Gold,Bassari Resources Limited,4348479,Feasibility Complete,No,Surface,Extension,BSR-ASX,0.026,0.0233,>10 - 100,46.79,41.91,-10.42%,FALSE,479,,,
Arizona Strip,719425,34751,USA,U3O8,Hole # 8,10/27/2016,U3O8,Energy Fuels Inc.,4349995,Operating,Yes,Underground,Discovery,EFR-TSX,1.4169,1.3557,>10 - 100,93.81,89.75,-4.32%,FALSE,372,,,
Gedabek,715416,34913,Azerbaijan,Gold,UGRC 14,10/17/2016,Gold,Anglo Asian Mining Plc,4348057,Operating,Yes,Surface,Extension,AAZ-AIMLSE,0.2303,0.4234,>10 - 100,25.94,47.7,83.88%,FALSE,3,,1,"No duplicates in the top ten. Over a month later, there was another drill result."
Gedabek,747931,34913,Azerbaijan,Gold,UGDD2,12/16/2016,Gold,Anglo Asian Mining Plc,4348057,Operating,Yes,Surface,Extension,AAZ-AIMLSE,0.2856,0.3135,>10 - 100,32.18,35.32,9.76%,FALSE,131,,,
BA,720743,34952,Canada,Zinc,"Trench ""C2""",11/2/2016,Zinc,Mountain Boy Minerals Limited,4352597,Target Outline,Yes,Surface,Extension,MTB-TVX,0.0448,0.0447,<10,6.07,6.05,-0.26%,FALSE,280,,,
BA,744213,34952,Canada,Zinc,Trench A,12/8/2016,Zinc,Mountain Boy Minerals Limited,4352597,Target Outline,Yes,Surface,Extension,MTB-TVX,0.0528,0.0516,<10,7.15,6.98,-2.39%,FALSE,327,,,
Wawa,709038,25803,Canada,Gold,TR16-1B,10/12/2016,Gold,Red Pine Exploration Inc.,4353694,Reserves Development,No,Surface,Extension,RPX-TVX,0.1135,0.1009,>10 - 100,11.67,10.64,-11.12%,FALSE,494,,,
Wilcherry Hill,751256,35406,Australia,Gold,13ZLDH001,12/21/2016,Tin,Tyranna Resources Limited,4351356,Feasibility,Yes,Surface,Extension,TYX-ASX,0.0181,0.0192,<10,7.22,7.65,6.00%,FALSE,169,,,
El Compas,745817,35545,Mexico,Gold,COM108,12/13/2016,Gold,Endeavour Silver Corporation,4349982,Prefeas/Scoping,Yes,Surface,Exploration,EDR-TSX,3.5945,3.5411,>100,456.8,450,-1.49%,FALSE,308,,,
Thor,705067,35675,Canada,Silver,Thor-175,10/3/2016,Silver,Taranis Resources Inc.,4354739,Reserves Development,Yes,Surface,Extension,TRO-TVX,0.0875,0.0863,<10,4.36,4.29,-1.45%,FALSE,305,,,
Thor,709109,35675,Canada,Silver,Thor-176,10/11/2016,Zinc,Taranis Resources Inc.,4354739,Reserves Development,Yes,Surface,Extension,TRO-TVX,0.0943,0.0821,<10,4.69,4.08,-12.98%,FALSE,521,,,
Thor,718428,35675,Canada,Silver,Thor-169,10/25/2016,Silver,Taranis Resources Inc.,4354739,Reserves Development,Yes,Surface,Extension,TRO-TVX,0.0861,0.081,<10,4.29,4.19,-5.92%,FALSE,396,,,
Thor,721805,35675,Canada,Silver,BB-2016-6,11/2/2016,Silver,Taranis Resources Inc.,4354739,Reserves Development,Yes,Underground,Exploration,TRO-TVX,0.0859,0.0783,<10,4.28,4.05,-8.93%,FALSE,451,,,
Goldstrike,738458,25278,USA,Gold,PGS117,12/1/2016,Gold,Pilot Gold Inc.,4303923,Target Outline,No,In Pit,Extension,LGD-TSX,0.3715,0.3283,>10 - 100,55.71,49.22,-11.65%,FALSE,504,,,
Karlawinda,716842,35901,Australia,Gold,KBRC430,10/20/2016,Gold,Capricorn Metals Ltd,4352012,Feasibility Started,Yes,Surface,Extension,CMM-ASX,0.0885,0.0995,>10 - 100,27.9,31.36,12.39%,FALSE,106,,,
Ulysses,726689,76171,Australia,Gold,16USRC080,11/10/2016,Gold,Genesis Minerals Limited,4350380,Limited Production,No,Surface,Extension,GMD-ASX,0.023,0.0207,>10 - 100,14.55,15.24,-9.91%,FALSE,471,,,
Ollachea,735647,35945,Peru,Gold,DDH 16-T12,11/28/2016,Gold,Minera IRL Limited,4352372,Construction Planned,Yes,Surface,Extension,MIRL-CNQ,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,No current listing covered by SNL
Snow Lake,720062,36005,Canada,Copper,TB-011,11/1/2016,Copper,Rockcliff Copper Corporation,4354421,Reserves Development,Yes,Surface,Extension,RCU-TVX,0.097,0.0746,>10 - 100,12.79,9.93,-23.05%,FALSE,645,,,
Burro Creek,726080,24490,USA,Gold,ZM_CS_11.10.2016,11/10/2016,Lithium,Zenith Minerals Limited,4355607,Reserves Development,No,Surface,Exploration,ZNC-ASX,0.0842,0.0738,>10 - 100,14.55,12.77,-12.25%,FALSE,511,,,
Snow Lake,735934,36005,Canada,Copper,TB-013,11/29/2016,Copper,Rockcliff Copper Corporation,4354421,Reserves Development,Yes,Surface,Extension,RCU-TVX,0.0783,0.0784,>10 - 100,10.42,10.43,0.14%,FALSE,256,,,
Prospect Valley,741889,36030,Canada,Gold,PV16-04,12/6/2016,Gold,Westhaven Ventures Inc.,4355362,Reserves Development,Yes,Surface,Exploration,WHN-TVX,0.0981,0.074,<10,5.13,3.87,-24.59%,FALSE,662,,,
Mars,741476,50307,Canada,Copper,MAR-16-001,12/6/2016,Gold,Strategic Metals Ltd.,4354593,Exploration,No,Surface,Exploration,SMD-TVX,0.3433,0.2996,>10 - 100,30.61,26.71,-12.74%,FALSE,516,,,
Hopper,741489,38406,Canada,Copper,HOP-16-015,12/6/2016,Copper,Strategic Metals Ltd.,4354593,Target Outline,No,Surface,Exploration,SMD-TVX,0.3433,0.2996,>10 - 100,30.61,26.71,-12.74%,FALSE,516,,,
Yaramoko,735666,36130,Burkina Faso,Gold,YRM-16-DD-426,11/29/2016,Gold,Roxgold Inc.,4353901,Operating,Yes,Surface,Extension,ROXG-TSX,0.9244,0.9033,>100,342.57,334.75,-2.28%,FALSE,325,,,
Mt Alexander,708228,36132,Australia,Nickel,MAD35,10/12/2016,Nickel,St George Mining Limited,4354523,Target Outline,Yes,Surface,Exploration,SGQ-ASX,0.0982,0.1111,>10 - 100,24.57,27.81,13.17%,FALSE,101,,,
Mt Alexander,716507,36132,Australia,Nickel,MAD40,10/20/2016,Nickel,St George Mining Limited,4354523,Target Outline,Yes,Surface,Extension,SGQ-ASX,0.1,0.1109,>10 - 100,25.05,27.77,10.89%,FALSE,116,,,
Tamarack,732695,36221,USA,Nickel,16TK0242,11/22/2016,Nickel,Talon Metals Corporation,4354713,Reserves Development,Yes,Surface,Extension,TLO-TSX,0.056,0.0533,<10,7.26,6.91,-4.76%,FALSE,377,,,
Tennant Creek Mineral Field,720306,36235,Australia,Copper,EBWRC041,10/31/2016,Gold,Evolution Mining Limited,4350088,Reserves Development,Yes,Underground,Extension,EVN-ASX,1.6456,1.4398,>100,"2,757.22","2,412.59",-12.50%,FALSE,515,,,
May Mac,745795,39281,Canada,Gold,BF16-26,12/13/2016,Silver,Golden Dawn Minerals Inc.,4350570,Target Outline,No,Surface,Extension,GOM-TVX,0.2018,0.1752,>10 - 100,19.16,16.63,-13.19%,FALSE,527,,,
KSK,728783,38884,Indonesia,Copper,BKM32200-05,11/15/2016,Copper,Asiamet Resources Limited,4228843,Feasibility Started,No,Surface,Infill,ARS-AIMLSE,0.0368,0.0318,>10 - 100,22.91,19.78,-13.65%,FALSE,531,,,
Tennant Creek Mineral Field,739211,36235,Australia,Copper,GRED042A,12/6/2016,Gold,Evolution Mining Limited,4350088,Reserves Development,Yes,Underground,Extension,EVN-ASX,1.4049,1.2557,>100,"2,359.81","2,109.31",-10.62%,FALSE,481,,,
Black Dog,741466,36308,Canada,Gold,OSK-BD-16-002,12/6/2016,Gold,Osisko Mining Inc.,4404986,Reserves Development,Yes,Surface,Extension,OSK-TSX,1.8035,1.6497,>100,281.84,272.24,-8.53%,FALSE,447,,,
Pioneer Dome,714582,33967,Australia,Lithium,PDRC056,10/17/2016,Lithium,Pioneer Resources Limited,4353360,Target Outline,No,Surface,Exploration,PIO-ASX,0.016,0.0138,>10 - 100,16.62,14.32,-13.81%,FALSE,535,,,
El Gallo Complex,711093,36578,Mexico,Gold,ENX-032,10/13/2016,Gold,McEwen Mining Inc.,4352147,Operating,Yes,Surface,Exploration,MUX-US,3.28,3.35,>100,982.21,"1,003.42",2.13%,FALSE,223,,,
Croinor,725810,25899,Canada,Gold,CR-16-489,11/9/2016,Gold,Monarques Gold Corporation,4352550,Prefeas/Scoping,No,Surface,Extension,MQR-TVX,0.2549,0.2194,>10 - 100,32.39,27.61,-13.95%,FALSE,539,,,
Tuligtic,709345,36703,Mexico,Gold,TU-16-467,10/12/2016,Gold,Almaden Minerals Limited,4347928,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,1.2184,1.3676,>100,104.92,117.77,12.25%,FALSE,107,,,
La Cigarra,733234,37756,Mexico,Silver,CC-16-04,11/23/2016,Silver,Kootenay Silver Inc.,4351665,Reserves Development,No,Surface,Discovery,KTN-TVX,0.3019,0.2591,>10 - 100,52.5,45.19,-14.16%,FALSE,542,,,
Tuligtic,754402,36703,Mexico,Gold,TU-16-479,12/22/2016,Gold,Almaden Minerals Limited,4347928,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,0.8281,1.0399,>10 - 100,71.35,89.61,25.58%,FALSE,43,,,
Eleonore South,721857,36725,Canada,Gold,Channel 3,11/3/2016,Gold,Azimut Exploration Inc.,4348377,Target Outline,Yes,Surface,Extension,AZM-TVX,0.3472,0.237,>10 - 100,15.78,10.77,-31.74%,FALSE,712,,,
Alacran,751265,70857,Mexico,Copper,MDPD-033,12/21/2016,Copper,Azure Minerals Limited,4348387,Reserves Development,No,Surface,Exploration,AZS-ASX,0.0181,0.0155,>10 - 100,30.29,25.93,-14.38%,FALSE,550,,,
Eleonore South,730980,36725,Canada,Gold,ES16-57,11/21/2016,Gold,Azimut Exploration Inc.,4348377,Target Outline,Yes,Surface,Extension,AZM-TVX,0.244,0.2279,>10 - 100,11.09,10.36,-6.63%,FALSE,411,,,
Cisneros,705682,36802,Colombia,Gold,GYB10-095,10/5/2016,Gold,Antioquia Gold Inc.,4348080,Construction Started,Yes,Underground,Extension,AGD-TVX,0.0608,0.0599,>10 - 100,14.58,18.36,-1.46%,FALSE,306,,,
Point Rousse,719064,27002,Canada,Gold,BN-16-279,10/27/2016,Gold,Anaconda Mining Inc.,4348030,Operating,No,Surface,Extension,ANX-TSX,0.0525,0.0447,>10 - 100,10.98,9.35,-14.83%,FALSE,554,,,
Toroparu,722080,36893,Guyana,Gold,SOD058,11/3/2016,Gold,Sandspring Resources Limited,4354014,Feasibility Started,Yes,Surface,Definition,SSP-TVX,0.4256,0.2962,>10 - 100,48.49,33.79,-30.40%,FALSE,707,,,
Aspen Grove,705719,37193,Canada,Copper,K16-06,10/5/2016,Copper,Kaizen Discovery Inc.,4428374,Target Outline,Yes,Surface,Extension,KZD-TVX,0.1634,0.1311,>10 - 100,33.92,27.21,-19.79%,FALSE,622,,,
Terronera,745823,37381,Mexico,Silver,LL-02,12/13/2016,Gold,Endeavour Silver Corporation,4349982,Prefeas/Scoping,Yes,Surface,Exploration,EDR-TSX,3.5945,3.5411,>100,456.8,450,-1.49%,FALSE,308,,,
Bulago,733123,37447,Papua New Guinea,Gold,EZL002,11/23/2016,Gold,Frontier Resources Limited,4350285,Target Outline,Yes,Surface,Exploration,FNT-ASX,0.0273,0.021,<10,1.25,0.99,-23.15%,FALSE,647,,,
Pilgangoora,731385,37500,Australia,Lithium,PRC429,11/21/2016,Lithium,Altura Mining Limited,4317293,Feasibility Complete,Yes,Surface,Extension,AJM-ASX,0.1028,0.1006,>100,126.68,124.24,-2.19%,FALSE,323,,,
Aphrodite,715558,30914,Australia,Gold,APD1324,10/18/2016,Gold,Aphrodite Gold Limited,4348096,Prefeas/Scoping,No,Surface,Infill,AQQ-ASX,0.019,0.0169,>10 - 100,13.5,11.99,-11.17%,FALSE,496,,,
Thalanga,706527,25699,Australia,Zinc,LTED03,10/11/2016,Zinc,Red River Resources Limited,4353695,Preproduction,No,Surface,Extension,RVR-ASX,0.1447,0.1217,>10 - 100,44.03,37.04,-15.89%,FALSE,568,,,
Urban,708079,30789,Canada,Gold,BU-16-10,10/11/2016,Gold,Beaufield Resources Inc.,4348507,Reserves Development,No,Surface,Extension,BFD-TVX,0.0754,0.0634,>10 - 100,10.22,8.59,-15.94%,FALSE,569,,,
Clearwater,738706,29474,Canada,Gold,ER16-606,12/1/2016,Gold,Eastmain Resources Inc.,4349877,Prefeas/Scoping,No,Surface,Infill,ER-TSX,0.3641,0.3059,>10 - 100,63.85,53.64,-15.99%,FALSE,571,,,
Whabouchi,735205,37507,Canada,Lithium,WHA-16-184,11/28/2016,Lithium,Nemaska Lithium Inc.,4352719,Construction Planned,Yes,Surface,Extension,NMX-TSX,0.9547,0.8829,>100,298.71,276.25,-7.52%,FALSE,434,,,
East Laverton,733788,38695,Australia,Nickel,ASCRC009,11/25/2016,Gold,St George Mining Limited,4354523,Target Outline,No,Surface,Exploration,SGQ-ASX,0.1185,0.0993,>10 - 100,29.67,24.87,-16.18%,FALSE,573,,,
Hawsons,750368,37570,Australia,Iron Ore,RC16BRP062,12/20/2016,Iron Ore,Carpentaria Exploration Limited,4242080,Feasibility Started,Yes,Surface,Extension,CAP-ASX,0.0399,0.0389,<10,6.57,6.4,-2.45%,FALSE,329,,,
Doulnia,716606,37646,Burkina Faso,Gold,KDD004,10/20/2016,Gold,Vital Metals Limited,4355245,Target Outline,Yes,Surface,Exploration,VML-ASX,0.0162,0.0161,<10,9.6,9.54,-0.58%,FALSE,285,,,
Red Bore,721671,37778,Australia,Copper,TGGRC034,11/3/2016,Gold,Thundelarra Limited,4354838,Reserves Development,Yes,Surface,Extension,THX-ASX,0.0437,0.0377,>10 - 100,18.25,15.73,-13.82%,FALSE,536,,,
Sanbrado,714528,37805,Burkina Faso,Gold,TAN16-DD055,10/17/2016,Gold,West African Resources Limited,4355316,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.2478,0.2415,>100,118.66,116.86,-2.53%,FALSE,331,,,
Sanbrado,728035,37805,Burkina Faso,Gold,TAN16-DD063,11/15/2016,Gold,West African Resources Limited,4355316,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.2033,0.1719,>10 - 100,98.38,83.16,-15.46%,FALSE,560,,,
Duketon,727149,29079,Australia,Nickel,DKRC0025,11/11/2016,Gold,Duketon Mining Limited,4389593,Reserves Development,No,Surface,Extension,DKM-ASX,0.1514,0.1259,>10 - 100,15.62,12.98,-16.89%,FALSE,586,,,
Sanbrado,734331,37805,Burkina Faso,Gold,TAN16-DD086,11/28/2016,Gold,West African Resources Limited,4355316,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.1709,0.1384,>10 - 100,82.71,66.95,-19.06%,FALSE,615,,,
Sanbrado,750787,37805,Burkina Faso,Gold,TAN16-RC261,12/20/2016,Gold,West African Resources Limited,4355316,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.1596,0.1836,>10 - 100,77.24,88.85,15.03%,FALSE,85,,,
Gold Springs,746894,24781,USA,Gold,J-16-015,12/14/2016,Gold,TriMetals Mining Inc.,4354444,Prefeas/Scoping,No,Surface,Extension,TMI-TSX,0.1982,0.1641,>10 - 100,52.3,47.38,-17.20%,FALSE,592,,,
Plateau,704460,50262,Canada,Gold,BC-07,10/3/2016,Gold,Goldstrike Resources Ltd.,4350638,Target Outline,No,Surface,Discovery,GSR-TVX,0.1903,0.1575,>10 - 100,31.18,25.81,-17.22%,FALSE,593,,,
Aucu,727039,37914,Kyrgyzstan,Copper,UGZ15-35,11/10/2016,Gold,White Cliff Minerals Limited,4355378,Reserves Development,Yes,Surface,Extension,WCN-ASX,0.0054,0.0046,>10 - 100,10.57,8.93,-15.54%,FALSE,561,,,
East Eyre,725775,36651,Australia,Silver,PPDH147,11/9/2016,Gold,Investigator Resources Limited,4351331,Exploration,No,Surface,Exploration,IVR-ASX,0.0262,0.0217,>10 - 100,15.23,12.68,-17.46%,FALSE,598,,,
Aucu,745697,37914,Kyrgyzstan,Copper,ERC16-36,12/13/2016,Gold,White Cliff Minerals Limited,4355378,Reserves Development,Yes,Surface,Extension,WCN-ASX,0.0047,0.0039,<10,9.8,8.11,-17.25%,FALSE,594,,,
Katanning,745479,37922,Australia,Gold,BSRC0726,12/13/2016,Gold,Ausgold Limited,4348322,Prefeas/Scoping,Yes,Surface,Extension,AUC-ASX,0.0247,0.0217,<10,8.67,7.61,-12.23%,FALSE,510,,,
Isabel,736470,38033,Solomon Islands,Nickel,SJ-014,11/30/2016,Nickel,Axiom Mining Limited,4348372,Prefeas/Scoping,Yes,Surface,Definition,AVQ-ASX,0.1419,0.1123,>10 - 100,47.87,37.88,-20.87%,FALSE,633,,,
Isabel,747342,38033,Solomon Islands,Nickel,SJ-020,12/15/2016,Nickel,Axiom Mining Limited,4348372,Prefeas/Scoping,Yes,Surface,Definition,AVQ-ASX,0.1428,0.1092,>10 - 100,48.19,36.78,-23.57%,FALSE,649,,,
Bendigo North,719068,38799,Australia,Gold,ACT015,10/27/2016,Gold,Catalyst Metals Limited,4348992,Target Outline,No,Surface,Metallurgical,CYL-ASX,0.4294,0.3734,>10 - 100,23.68,20.59,-13.04%,FALSE,522,,,
Isabel,753745,38033,Solomon Islands,Nickel,SJ-031,12/22/2016,Nickel,Axiom Mining Limited,4348372,Prefeas/Scoping,Yes,Surface,Definition,AVQ-ASX,0.1123,0.1142,>10 - 100,37.9,38.47,1.66%,FALSE,237,,,
3 Aces,731405,38098,Canada,Gold,GP_01_11.21.2016,11/21/2016,Gold,Golden Predator Mining Corp.,4352919,Advanced Exploration,Yes,Surface,Extension,GPY-TVX,0.4215,0.433,>10 - 100,32.12,33.23,2.71%,FALSE,213,,,
Gladiator,729027,38121,Canada,Gold,BA-16-39,11/16/2016,Gold,Bonterra Resources Inc.,4348659,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.1707,0.1618,>10 - 100,15.19,14.41,-5.21%,FALSE,381,,,
Gladiator,744933,38121,Canada,Gold,BA-16-40,12/8/2016,Gold,Bonterra Resources Inc.,4348659,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.1736,0.1953,>10 - 100,15.46,17.39,12.47%,FALSE,105,,,
Restdown,728809,38147,Australia,Gold,HRDD002,11/17/2016,Gold,Helix Resources Limited,4350997,Reserves Development,Yes,Surface,Extension,HLX-ASX,0.0373,0.0299,>10 - 100,11.52,9.23,-19.89%,FALSE,623,,,
Four Eagles,719050,38888,Australia,Gold,FE663,10/27/2016,Gold,Catalyst Metals Limited,4348992,Target Outline,No,Surface,Metallurgical,CYL-ASX,0.4294,0.3734,>10 - 100,34.99,44.07,-13.04%,FALSE,522,,,
Stibnite,731227,38368,USA,Gold,MGI-16-412,11/21/2016,Gold,Midas Gold Corporation,4352267,Prefeas/Scoping,Yes,Surface,Extension,MAX-TSX,0.7026,0.7064,>100,126.46,127.16,0.55%,FALSE,249,,,
Collerina,736661,67890,Australia,Copper,CORC042,12/1/2016,Copper,Helix Resources Limited,4350997,Target Outline,No,Surface,Extension,HLX-ASX,0.0362,0.029,>10 - 100,11.16,8.94,-19.90%,FALSE,625,,,
Stibnite,736507,38368,USA,Gold,MGI-16-414,11/30/2016,Gold,Midas Gold Corporation,4352267,Prefeas/Scoping,Yes,Surface,Extension,MAX-TSX,0.699,0.4929,>100,125.83,88.73,-29.48%,FALSE,704,,,
Red Mountain,720128,27452,Canada,Gold,U16-1204,11/1/2016,Gold,IDM Mining Ltd.,4353777,Feasibility Started,No,Underground,Infill,IDM-TVX,0.1306,0.1045,>10 - 100,36.94,29.57,-19.97%,FALSE,627,,,
Boundiali,709445,68286,Cote d'Ivoire,Gold,BRC010,10/13/2016,Gold,Predictive Discovery Limited,4353433,Target Outline,No,Surface,Exploration,PDI-ASX,0.106,0.0844,>10 - 100,17.29,13.76,-20.42%,FALSE,631,,,
Block 5,720361,38765,Oman,Copper,16B5DD009,10/31/2016,Copper,Savannah Resources Plc,4356041,Reserves Development,Yes,Surface,Extension,SAV-AIMLSE,0.0486,0.0708,>10 - 100,21.85,31.81,45.63%,FALSE,12,,7,No other results in the top ten. 17 days later there was a result with a gain (22.94%). 
Giro,720010,50785,Dem. Rep. Congo,Gold,GRRC160,10/31/2016,Gold,Amani Gold Limited,4348798,Target Outline,No,Surface,Infill,ANL-ASX,0.0561,0.0441,>10 - 100,70.56,55.42,-21.46%,FALSE,636,,,
Tijirit,720775,29012,Mauritania,Gold,T16RC099,11/2/2016,Gold,Algold Resources Limited,4361599,Reserves Development,No,Surface,Extension,ALG-TVX,0.2578,0.2013,>10 - 100,31.58,24.65,-21.94%,FALSE,637,,,
Dolly Varden,733392,38807,Canada,Silver,DV16035,11/23/2016,Silver,Dolly Varden Silver Corporation,4349771,Reserves Development,Yes,Surface,Extension,DV-TVX,0.4472,0.5106,>10 - 100,13.51,15.43,14.18%,FALSE,88,,,
Yeongdong,719643,65240,South Korea,Gold,KCDD0004,10/28/2016,Gold,Southern Gold Limited,4354464,Target Outline,No,Surface,Exploration,SAU-ASX,0.2697,0.2092,>10 - 100,12.51,9.71,-22.43%,FALSE,640,,,
Thalanga,705254,25699,Australia,Zinc,TH678,10/4/2016,Zinc,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.157,0.1217,>10 - 100,47.74,37.02,-22.51%,FALSE,642,,,
Lundmark-Akow Lake,723513,30557,Canada,Gold,RGR-16-4,11/7/2016,Copper,Romios Gold Resources Inc.,4353880,Target Outline,No,Surface,Exploration,RG-TVX,0.0671,0.0518,>10 - 100,11.23,8.67,-22.81%,FALSE,643,,,
Castelo de Sonhos,736638,41022,Brazil,Gold,CSH-16-146,11/30/2016,Gold,"TriStar Gold, Inc.",4354985,Reserves Development,No,Surface,Extension,TSG-TVX,0.2231,0.1718,>10 - 100,28.52,21.96,-23.00%,FALSE,644,,,
Patterson Lake South,708995,38860,Canada,U3O8,PLS16-500,10/12/2016,U3O8,Fission Uranium Corporation,4389004,Prefeas/Scoping,Yes,Surface,Extension,FCU-TSX,0.4465,0.3961,>100,216.12,191.71,-11.29%,FALSE,499,,,
Patterson Lake South,717488,38860,Canada,U3O8,PLS16-504,10/24/2016,U3O8,Fission Uranium Corporation,4389004,Prefeas/Scoping,Yes,Surface,Extension,FCU-TSX,0.42,0.4141,>100,203.3,200.46,-1.41%,FALSE,303,,,
Florida Belt,723427,59362,Uruguay,Gold,CHDD?004,11/7/2016,Gold,Patagonia Gold Plc,4353245,Target Outline,No,Surface,Exploration,PGD-AIMLSE,0.0392,0.0299,>10 - 100,62.25,47.47,-23.75%,FALSE,651,,,
El Tigre,715715,39334,Mexico,Silver,ET-16-092,10/18/2016,Gold,Oceanus Resources Corporation,4363998,Prefeas/Scoping,Yes,Surface,Extension,OCN-TVX,0.1559,0.1567,>10 - 100,18.42,19.63,0.47%,FALSE,251,,,
Castelo de Sonhos,721256,41022,Brazil,Gold,CSH-16-144,11/1/2016,Gold,"TriStar Gold, Inc.",4354985,Reserves Development,No,Surface,Extension,TSG-TVX,0.2947,0.2239,>10 - 100,37.53,28.51,-24.02%,FALSE,656,,,
Eloise Exploration Area,733451,40945,Australia,Copper,EL16D08,11/24/2016,Copper,Minotaur Exploration Limited,4352495,Reserves Development,No,Surface,Extension,MEP-ASX,0.0724,0.0549,>10 - 100,15.38,11.65,-24.21%,FALSE,658,,,
Horse Well,719104,29609,Australia,Gold,HWAC698,10/27/2016,Gold,Doray Minerals Limited,4349786,Reserves Development,No,Surface,Infill,DRM-ASX,0.4525,0.3884,>100,161.49,138.62,-14.16%,FALSE,541,,,
El Tigre,747322,39334,Mexico,Silver,ET-16-108,12/14/2016,Gold,Oceanus Resources Corporation,4363998,Prefeas/Scoping,Yes,Surface,Extension,OCN-TVX,0.16,0.1715,>10 - 100,20.05,21.49,7.18%,FALSE,155,,,
Pioneer Dome,705231,33967,Australia,Lithium,PDRC015,10/4/2016,Lithium,Pioneer Resources Limited,4353360,Target Outline,No,Surface,Exploration,PIO-ASX,0.0191,0.0144,>10 - 100,19.87,14.99,-24.54%,FALSE,661,,,
Chita Valley,720284,39443,Argentina,Copper,PSU16-51,11/1/2016,Copper,Minsud Resources Corp.,4352500,Reserves Development,Yes,Surface,Extension,MSR-TVX,0.0448,0.0448,<10,5.37,5.44,0.04%,FALSE,258,,,
Altan Nar,705378,39511,Mongolia,Gold,BKD-49,10/4/2016,Gold,Erdene Resource Development Corporation,4216456,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2742,0.3894,>10 - 100,33.22,47.18,42.03%,FALSE,14,,,Two results in the top ten. Removed as a duplicate due to a higher ranking drill result in the top ten from  12/19/2016.
Altan Nar,715758,39511,Mongolia,Gold,BKD-57,10/18/2016,Gold,Erdene Resource Development Corporation,4216456,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.3233,0.3544,>10 - 100,39.16,42.94,9.62%,FALSE,134,,,
Altan Nar,730215,39511,Mongolia,Gold,BKD-74,11/17/2016,Gold,Erdene Resource Development Corporation,4216456,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2942,0.351,>10 - 100,37.31,44.51,19.29%,FALSE,67,,,
Altan Nar,735547,39511,Mongolia,Gold,BKD-77,11/28/2016,Gold,Erdene Resource Development Corporation,4216456,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.2775,0.3517,>10 - 100,35.19,44.59,26.71%,FALSE,41,,,
Giro,743807,50785,Dem. Rep. Congo,Gold,GRRC172,12/8/2016,Gold,Amani Gold Limited,4348798,Target Outline,No,Surface,Infill,ANL-ASX,0.0404,0.0301,>10 - 100,50.79,37.9,-25.37%,FALSE,671,,,
Altan Nar,749186,39511,Mongolia,Gold,TND-101,12/19/2016,Gold,Erdene Resource Development Corporation,4216456,Reserves Development,Yes,Surface,Extension,ERD-TSX,0.3517,0.6435,>10 - 100,44.59,81.61,83.00%,FALSE,4,*,2,Two results in the top ten. Removed a drill result from 10/4/2016 that was within the top ten. 
Storm,705850,39658,Canada,Copper,STOR1601D,10/6/2016,Copper,Aston Bay Holdings Ltd.,4348240,Target Outline,Yes,Surface,Exploration,BAY-TVX,0.2956,0.2212,>10 - 100,17.53,13.16,-25.18%,FALSE,669,,,
Santa Rosa,741094,39673,Colombia,Gold,SRD-0093,12/6/2016,Gold,Red Eagle Mining Corporation,4353677,Commissioning,Yes,Surface,Extension,R-TSX,0.5886,0.4882,>100,141.8,117.63,-17.05%,FALSE,589,,,
Tuligtic,736314,36703,Mexico,Gold,TU-16-470,11/29/2016,Gold,Almaden Minerals Limited,4347928,Prefeas/Scoping,No,Surface,Geotechnical,AMM-TSX,1.081,0.7988,>10 - 100,93.14,68.83,-26.10%,FALSE,679,,,
