Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Reported Date (mm/dd/yyyy),Reporting Company ,Reporting Company ID ,Primary Interval Commodity ,Hole ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Interval Value (m-$/tonne) (Reported-meter/t),Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,Rank,Relevant asterisk/ footnote,New Rank,Notes
Lamaque,882088,26023,Canada,Gold,4/18/2017,Integra Gold Corporation,4351248,Gold,TM-17-264,Prefeas/Scoping,Yes,Surface,Infill,"15,592.48",719216,0.626,0.562,>100,304.2,273.37,-10.20%,573,,,"Acquired by Eldorado Gold on July 10, 2017. So, using a historical funding key. "
Dublin Gulch,913817,28196,Canada,Gold,6/9/2017,Victoria Gold Corp.,4355212,Gold,DG-801C,Construction Planned,Yes,Surface,Extension,"2,785.69",VIT-TVX,0.489,0.439,>100,252.5,226.68,-10.20%,575,,,
Windfall Lake,913264,30439,Canada,Gold,6/7/2017,Osisko Mining Inc.,4404986,Gold,OSK-OBM-16-667,Prefeas/Scoping,Yes,Surface,Extension,"4,495.48",OSK-TSX,3.78,3.337,>100,701.99,619.67,-11.70%,600,,,
Windfall Lake,878478,30439,Canada,Gold,4/11/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-743-W4,Prefeas/Scoping,Yes,Surface,Infill,"69,304.41",OSK-TSX,4.078,3.594,>100,746.3,660.3,-11.90%,606,,,
Golden Bear,879111,26979,Canada,Gold,4/12/2017,Osisko Mining Inc.,4404986,Gold,OSK-G17-346,Prefeas/Scoping,No,Surface,Extension,"4,569.52",OSK-TSX,4.067,3.576,>100,744.34,664.14,-12.10%,607,,,
Wheeler River,885929,34738,Canada,U3O8,4/20/2017,Denison Mines Corp.,4349692,U3O8,WR-567D2,Prefeas/Scoping,Yes,Surface,Extension,"39,137.07",DML-TSX,0.61,0.527,>100,341.05,294.73,-13.60%,627,,,
Cariboo,921741,25889,Canada,Gold,6/21/2017,Barkerville Gold Mines Ltd.,4348461,Gold,CM-17-025,Commissioning,Yes,Surface,Extension,"4,603.79",BGM-TVX,0.746,0.642,>100,285.04,247.89,-13.80%,635,,,
3 Aces,909312,38098,Canada,Gold,5/30/2017,Golden Predator Mining Corp.,4352919,Gold,3A17-098,Target Outline,Yes,Surface,Exploration,"22,233.86",GPY-TVX,1.094,0.939,>100,100.2,86,-14.20%,638,,,
Didipio,929692,28530,Philippines,Gold,6/26/2017,OceanaGold Corporation,4352997,Gold,RDUG001,Operating,Yes,Underground,Infill,"21,136.20",OGC-TSX,3.243,2.778,>100,"1,994.45","1,708.56",-14.30%,639,,,
Haile,929637,25008,USA,Gold,6/26/2017,OceanaGold Corporation,4352997,Gold,DDH0616,Operating,Yes,Surface,Extension,"12,671.64",OGC-TSX,3.243,2.778,>100,"1,994.45","1,708.56",-14.30%,639,,,
Waihi,929676,25679,New Zealand,Gold,6/26/2017,OceanaGold Corporation,4352997,Gold,UW548,Operating,Yes,Underground,Extension,"5,326.58",OGC-TSX,3.243,2.778,>100,"1,994.45","1,708.56",-14.30%,639,,,
Macraes Flat,929691,26601,New Zealand,Gold,6/26/2017,OceanaGold Corporation,4352997,Gold,RCD6351,Operating,Yes,Surface,Extension,"3,349.21",OGC-TSX,3.243,2.778,>100,"1,994.45","1,708.56",-14.30%,639,,,
Malomir,913323,33426,Russia,Gold,6/6/2017,Petropavlovsk PLC,4353312,Gold,PP_1_06-06-2017,Operating,Yes,Underground,Exploration,"15,733.88",POG-LON,0.1,0.085,>100,328.78,280.03,-14.80%,651,,,
Pioneer,913328,32695,Russia,Gold,6/6/2017,Petropavlovsk PLC,4353312,Gold,PP_P3_6-6-2017,Operating,Yes,In Pit,Exploration,"9,064.15",POG-LON,0.1,0.085,>100,328.78,280.03,-14.80%,651,,,
Albyn,913365,32697,Russia,Gold,6/6/2017,Petropavlovsk PLC,4353312,Gold,PP_A9_6-6-2017,Operating,Yes,Surface,Exploration,"3,394.14",POG-LON,0.1,0.085,>100,328.78,280.03,-14.80%,651,,,
Patterson Lake South,886704,38860,Canada,U3O8,4/24/2017,Fission Uranium Corporation,4389004,U3O8,PLS17-517,Prefeas/Scoping,Yes,Surface,Extension,"103,127.97",FCU-TSX,0.57,0.481,>100,276.03,233.05,-15.60%,669,,,
Kiena,921514,25795,Canada,Gold,6/21/2017,Wesdome Gold Mines Limited,4355310,Gold,6145A,Residual Production,Yes,Underground,Extension,"5,089.11",WDO-TSX,2.478,2.082,>100,328.56,278.62,-16.00%,673,,,
Lamaque,905277,26023,Canada,Gold,5/23/2017,Integra Gold Corporation,4351248,Gold,TU-17-009,Reserves Development,No,Underground,Infill,"9,650.75",719216,0.842,0.707,>100,409.61,343.9,-16.00%,674,,,"Acquired by Eldorado Gold on July 10, 2017. So, using a historical funding key. "
Colomac,916806,26175,Canada,Gold,6/8/2017,Nighthawk Gold Corp.,4352812,Gold,C17-04B,Reserves Development,Yes,Surface,Extension,"5,490.80",NHK-TSX,0.778,0.651,>100,146.48,122.6,-16.30%,677,,,
Altan Nar,938625,39511,Mongolia,Gold,6/29/2017,Erdene Resource Development Corporation,4216456,Gold,BKD-150,Reserves Development,Yes,Surface,Extension,"9,840.42",ERD-TSX,0.804,0.667,>100,117.05,97.1,-17.00%,686,,,
Sanbrado,876642,37805,Burkina Faso,Gold,4/10/2017,West African Resources Limited,4355316,Gold,TAN17-DD107,Feasibility Complete,Yes,Surface,Extension,"13,674.29",WAF-ASX,0.218,0.18,>100,105.36,86.96,-17.50%,693,,,
Lefroy,911126,78536,Australia,Gold,4/18/2017,Lefroy Exploration Limited,4747156,Gold,LEFA171,Target Outline,Yes,Surface,Exploration,"1,946.28",LEX-ASX,0.159,0.118,>10 - 100,10.27,7.62,-25.80%,757,,,
Sandstone,913698,28695,Australia,Gold,6/8/2017,Middle Island Resources Limited,4352272,Gold,MSRC205,Prefeas/Scoping,Yes,Surface,Extension,"3,782.55",MDI-ASX,0.019,0.013,>10 - 100,11.08,7.6,-31.40%,774,,,
Sabodala,873921,26785,Senegal,Gold,4/3/2017,Teranga Gold Corporation,4354784,Gold,MDD17-277,Operating,Yes,Surface,Extension,"4,174.76",TGZ-TSX,3.187,2.515,>100,342.1,269.99,-21.10%,726,,,
McCoy/Cove,879251,24691,USA,Gold,4/12/2017,Premier Gold Mines Limited,4353435,Gold,PG17-07,Prefeas/Scoping,Yes,Surface,Extension,"7,398.60",PG-TSX,2.524,1.988,>100,508.73,400.71,-21.20%,728,,,
Redcliffe,896260,34665,Australia,Gold,5/5/2017,NTM Gold Limited,4352907,Gold,GTRC405,Feasibility Started,Yes,Surface,Extension,"2,208.60",NTM-ASX,0.051,0.034,>10 - 100,13.03,8.77,-32.70%,779,,,
Railroad-Pinion,884227,27614,USA,Gold,4/18/2017,Gold Standard Ventures Corporation,4350544,Gold,DS16-08,Prefeas/Scoping,Yes,Surface,Extension,"21,732.02",GSV-TVX,2.012,1.576,>100,448.34,351.17,-21.70%,734,,,
El Aguila,877338,33496,Mexico,Gold,4/10/2017,Gold Resource Corporation,4350537,Zinc,516149,Operating,No,Underground,Infill,"6,628.19",GORO-US,4.29,3.3,>100,243.84,187.57,-23.10%,739,,,
Challenger,910810,29378,Australia,Gold,6/1/2017,WPG Resources Limited,4282806,Gold,16CUD1804,Operating,Yes,Surface,Extension,"3,173.48",WPG-ASX,0.052,0.035,>10 - 100,39.4,31.47,-33.40%,780,,,
Waterberg,917894,40553,South Africa,Platinum,6/15/2017,Platinum Group Metals Limited,4353379,Palladium,WE097,Prefeas/Scoping,Yes,Underground,Extension,"7,081.32",PTM-TSX,1.022,0.758,>100,151.7,112.46,-25.90%,758,,,
