propertyName,intervalIdent,countryName,holeID,reportDate,reportingComp,stage,significantInterval,surfaceUnder,purpose,exchg,date1,date20,marketCapRange,marketCap1,marketCap20,within21,Rank,gainPercent,change
Bolgatanga,748500,Ghana,NMDD036,12/19/2016,Cardinal Resources Limited,Reserves Development,No,Surface,Infill,CDV-ASX,0.1638,0.1793,>10 - 100,49.8,54.52,FALSE,135,9,increase
Dalgaranga,705943,Australia,DGRC139,10/7/2016,Gascoyne Resources Limited,Feasibility Started,Yes,Surface,Extension,GCY-ASX,0.454,0.4406,>100,115.03,112.64,FALSE,342,-2,decrease
Dalgaranga,747275,Australia,DGAC1160,12/15/2016,Gascoyne Resources Limited,Feasibility Complete,Yes,Surface,Extension,GCY-ASX,0.2856,0.3566,>10 - 100,73.17,91.34,FALSE,47,24,increase
Binduli North,705132,Australia,PFRC1637,10/4/2016,Intermin Resources Limited,Preproduction,Yes,Surface,Exploration,IRC-ASX,0.0804,0.0799,>10 - 100,15.59,15.66,FALSE,287,0,same
Binduli North,741865,Australia,PFDD1601,11/29/2016,Intermin Resources Limited,Preproduction,Yes,Surface,Extension,IRC-ASX,0.0734,0.0689,>10 - 100,14.42,13.55,FALSE,400,-6,decrease
Clone,749150,Canada,CL-16-01,12/19/2016,Teuton Resources Corporation,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.116,0.159,<10,3.49,4.79,FALSE,19,37,increase
Fenelon,738947,Canada,1050-005,12/5/2016,Wallbridge Mining Company Limited,Prefeas/Scoping,Yes,Surface,Exploration,WM-TSX,0.0376,0.0407,<10,8.34,9.02,FALSE,144,8,increase
Kainantu,736748,Papua New Guinea,GCDD0002,11/30/2016,K92 Mining Inc.,Operating,No,Underground,Extension,KNT-TVX,0.6247,0.6647,>10 - 100,74.6,79.39,FALSE,165,6,increase
Nullagine,714456,Australia,GGRCMET002,10/17/2016,Millennium Minerals Limited,Operating,Yes,In Pit,Extension,MOY-ASX,0.2097,0.23,>100,163.73,179.62,FALSE,132,9,increase
Lake Carey,746020,Australia,16LCDD004,12/14/2016,Matsa Resources Limited,Reserves Development,No,Surface,Infill,MAT-ASX,0.1424,0.1409,>10 - 100,20.61,20.38,FALSE,293,-1,decrease
Pinos,769016,Mexico,CA16PI031,10/31/2016,Candelaria Mining Corp.,Target Outline,No,Surface,Extension,CAND-TVX,0.2245,0.2367,>10 - 100,18.25,20.56,FALSE,174,5,increase
Nullagine,721488,Australia,BJSRD006,11/3/2016,Millennium Minerals Limited,Operating,Yes,Surface,Extension,MOY-ASX,0.2339,0.1958,>100,182.7,152.88,FALSE,575,-16,decrease
Boorara,720262,Australia,BORC157,10/31/2016,MacPhersons Resources Limited,Feasibility Started,Yes,Surface,Extension,MRP-ASX,0.0682,0.0624,>10 - 100,21.65,19.8,FALSE,445,-8,decrease
Tardan,706456,Russia,26006,10/7/2016,Auriant Mining AB,Operating,Yes,Surface,Extension,AUR-OME,1.0956,1.3699,>10 - 100,19.5,24.39,FALSE,46,25,increase
Tuvatu,733317,Fiji,TUDDH 406,11/23/2016,Lion One Metals Limited,Prefeas/Scoping,Yes,Surface,Infill,LIO-TVX,0.559,0.7164,>10 - 100,56.81,72.87,FALSE,36,28,increase
Juruena,705054,Brazil,MD-12/2016,10/4/2016,Crusader Resources Limited,Prefeas/Scoping,Yes,Surface,Extension,CAS-ASX,0.0996,0.089,>10 - 100,24.24,24.23,FALSE,484,-10,decrease
Kilgore,719757,USA,16 OKR-315,10/31/2016,Otis Gold Corporation,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.2432,0.1627,>10 - 100,30.28,20.69,FALSE,722,-33,decrease
Kilgore,735944,USA,16 OKR-338,11/29/2016,Otis Gold Corporation,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.1715,0.1829,>10 - 100,21.81,23.26,FALSE,161,6,increase
Gualcamayo,719508,Argentina,16QD-975,10/27/2016,Yamana Gold Inc.,Operating,Yes,In Pit,Extension,YRI-TSX,3.6809,3.1583,>100,3488.05,2992.79,FALSE,543,-14,decrease
South Laverton-Carosue Dam,744263,Australia,KRRD121,12/7/2016,Saracen Mineral Holdings Limited,Operating,Yes,In Pit,Extension,SAR-ASX,0.6637,0.592,>100,535.67,477.81,FALSE,488,-10,decrease
Klondyke,750755,Australia,KKC001,12/20/2016,Keras Resources Plc,Reserves Development,Yes,Surface,Exploration,KRS-AIMLSE,0.0056,0.0052,<10,8.07,7.52,FALSE,418,-6,decrease
Kainantu,745283,Papua New Guinea,KMDD0006,12/12/2016,K92 Mining Inc.,Operating,No,Underground,Extension,KNT-TVX,0.7064,0.7231,>10 - 100,84.37,86.36,FALSE,219,2,increase
Hope Bay,722224,Canada,TM00365,11/3/2016,TMAC Resources Inc.,Construction Started,Yes,Surface,Extension,TMR-TSX,14.3348,12.4926,>100,1189.56,1036.7,FALSE,519,-12,decrease
Red Mountain,732734,Canada,U16-1216,11/22/2016,IDM Mining Ltd.,Feasibility Started,No,Underground,Infill,IDM-TVX,0.1045,0.1066,>10 - 100,29.57,29.77,FALSE,224,2,increase
Widgiemooltha,725277,Australia,MRC408,11/8/2016,Mincor Resources NL,Feasibility Started,No,In Pit,Infill,MCR-ASX,0.2346,0.2283,>10 - 100,44.15,42.97,FALSE,333,-2,decrease
Eyre Peninsula,721075,Australia,BGRC-1223,11/3/2016,Andromeda Metals Limited,Prefeas/Scoping,Yes,Surface,Definition,ADN-ASX,0.012,0.009,<10,5.6,4.2,FALSE,667,-25,decrease
Eyre Peninsula,734234,Australia,BGRC-1239,11/28/2016,Andromeda Metals Limited,Prefeas/Scoping,Yes,Surface,Definition,ADN-ASX,0.0104,0.0083,<10,4.83,3.84,FALSE,630,-20,decrease
Windfall Lake,709112,Canada,OSK-W-16-720,10/12/2016,Osisko Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.1038,2.1523,>100,325.25,332.75,FALSE,221,2,increase
Windfall Lake,718159,Canada,OSK-W-16-704-W1,10/25/2016,Osisko Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.2467,1.6352,>100,347.34,255.55,FALSE,682,-27,decrease
Windfall Lake,725086,Canada,OSK-W-16-735,11/8/2016,Osisko Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.9772,1.7668,>100,308.98,276.11,FALSE,483,-10,decrease
Goliath,727359,Canada,TL16410,11/11/2016,Treasury Metals Incorporated,Feasibility Started,No,Surface,Infill,TML-TSX,0.4741,0.4803,>10 - 100,44.6,47.79,FALSE,243,1,increase
Windfall Lake,733326,Canada,OSK-U-16-734,11/23/2016,Osisko Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.8038,1.8672,>100,281.89,308.15,FALSE,205,3,increase
Windfall Lake,738934,Canada,OSK-W-16-760,12/5/2016,Osisko Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.6925,1.6497,>100,264.49,272.24,FALSE,330,-2,decrease
North Mara,736494,Tanzania,NBD0141,11/30/2016,OreCorp Limited,Operating,Yes,In Pit,Exploration,ORR-ASX,0.3211,0.2752,>10 - 100,55.68,47.73,FALSE,545,-14,decrease
Nyanzaga,747737,Tanzania,BULRC001,12/16/2016,OreCorp Limited,Prefeas/Scoping,Yes,Surface,Extension,ORR-ASX,0.2906,0.3306,>10 - 100,50.4,57.33,FALSE,97,13,increase
Portia,721864,Australia,PTAC244,11/4/2016,Havilah Resources Limited,Operating,Yes,In Pit,Extension,HAV-ASX,0.549,0.4444,>10 - 100,93.93,76.03,FALSE,614,-19,decrease
Martiniere,715425,Canada,MDE-16-221,10/17/2016,Balmoral Resources Ltd.,Target Outline,Yes,Surface,Discovery,BAR-TSX,0.6995,0.6637,>10 - 100,87.66,83.17,FALSE,380,-5,decrease
Lake Carey,732650,Australia,LCAC018,11/22/2016,Matsa Resources Limited,Reserves Development,No,Surface,Extension,MAT-ASX,0.1473,0.1424,>10 - 100,21.32,20.61,FALSE,349,-3,decrease
Mt Stirling,730453,Australia,SWC053,11/18/2016,Torian Resources Limited,Prefeas/Scoping,No,Surface,Extension,TNR-ASX,0.1158,0.1119,>10 - 100,11.29,10.91,FALSE,351,-3,decrease
Martiniere,732624,Canada,BLD-16-01,11/22/2016,Balmoral Resources Ltd.,Target Outline,Yes,Surface,Extension,BAR-TSX,0.6717,0.5712,>10 - 100,84.3,71.68,FALSE,555,-14,decrease
Bolgatanga,751938,Ghana,MNDD035,12/12/2016,Cardinal Resources Limited,Reserves Development,No,Surface,Extension,CDV-ASX,0.1751,0.1737,>10 - 100,53.23,52.81,FALSE,290,0,same
Martiniere,745178,Canada,MDE-16-242,12/12/2016,Balmoral Resources Ltd.,Target Outline,Yes,Surface,Extension,BAR-TSX,0.5925,0.5368,>10 - 100,74.36,67.36,FALSE,464,-9,decrease
Coolgardie,734268,Australia,PGCL0053,11/28/2016,Primary Gold Limited,Feasibility Started,No,In Pit,Infill,PGO-ASX,0.052,0.0502,>10 - 100,23.53,22.92,FALSE,352,-3,decrease
Point Rousse,709063,Canada,AE-16-20,10/12/2016,Anaconda Mining Inc.,Operating,No,Surface,Extension,ANX-TSX,0.053,0.0523,>10 - 100,11.08,10.95,FALSE,298,-1,decrease
Aphrodite,754059,Australia,APD1339,12/22/2016,Aphrodite Gold Limited,Prefeas/Scoping,Yes,Surface,Exploration,AQQ-ASX,0.013,0.0155,<10,9.24,10.97,FALSE,72,18,increase
Sugar Zone,728455,Canada,WZ-16-42,11/15/2016,Harte Gold Corporation,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.2026,0.2,>10 - 100,71.56,70.93,FALSE,300,-1,decrease
Sugar Zone,753697,Canada,WZ-16-45,12/21/2016,Harte Gold Corporation,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.1979,0.2348,>10 - 100,84.41,101.13,FALSE,71,18,increase
Ogden,728600,Canada,TOG-16-47,11/15/2016,Metals Creek Resources Corporation,Target Outline,Yes,Surface,Extension,MEK-TVX,0.0552,0.0453,<10,2.48,2.03,FALSE,604,-18,decrease
Thunderbox,744118,Australia,KHGC103,12/7/2016,Saracen Mineral Holdings Limited,Operating,Yes,Underground,Extension,SAR-ASX,0.6637,0.592,>100,535.67,477.81,FALSE,488,-10,decrease
Tucano,706051,Brazil,GCRC19535,10/10/2016,Beadell Resources Limited,Operating,Yes,In Pit,Extension,BDR-ASX,0.2691,0.3526,>100,284.57,372.92,FALSE,31,31,increase
Tucano,740975,Brazil,F02214,12/6/2016,Beadell Resources Limited,Target Outline,Yes,In Pit,Extension,BDR-ASX,0.2279,0.165,>100,241.04,174.54,FALSE,687,-27,decrease
Paterson North,738894,Australia,PNA014,12/5/2016,Sipa Resources Limited,Target Outline,No,Surface,Exploration,SRI-ASX,0.0119,0.0115,>10 - 100,11.09,10.68,FALSE,359,-3,decrease
Copler,750578,Turkey,YNDD026,12/19/2016,Alacer Gold Corp.,Expansion,Yes,Surface,Extension,ASR-TSX,1.3543,1.8019,>100,395.51,526.43,FALSE,29,33,increase
Woolgar,739275,Australia,LR0290,12/6/2016,Strategic Minerals Corporation N.L.,Reserves Development,No,Surface,Extension,SMC-ASX,0.223,0.2142,>10 - 100,13.99,13.43,FALSE,364,-3,decrease
Miyabi,705039,Tanzania,MBRC449,10/4/2016,Rift Valley Resources Limited,Reserves Development,Yes,Surface,Extension,RVY-ASX,0.0184,0.0152,>10 - 100,10.92,9.03,FALSE,595,-17,decrease
Polar Bear,718190,Australia,SPBD0345,10/24/2016,S2 Resources Limited,Reserves Development,No,Surface,Extension,S2R-ASX,0.3381,0.3241,>10 - 100,80.34,77.01,FALSE,370,-4,decrease
Kavaklitepe,748656,Turkey,KT-18A,12/20/2016,Zenith Minerals Limited,Target Outline,No,Surface,Extension,ZNC-ASX,0.0726,0.0698,>10 - 100,12.62,12.14,FALSE,363,-3,decrease
Bundarra,745987,Australia,BRC018,12/14/2016,Bligh Resources Limited,Feasibility Started,Yes,In Pit,Extension,BGH-ASX,0.0225,0.0202,<10,4.78,4.5,FALSE,474,-10,decrease
Block 14,728722,Sudan,MET014DD,11/16/2016,Orca Gold Inc.,Prefeas/Scoping,No,Surface,Metallurgical,ORG-TVX,0.2746,0.2634,>10 - 100,31.11,29.84,FALSE,367,-4,decrease
Committee Bay,704456,Canada,16TB149,10/3/2016,Auryn Resources Inc.,Reserves Development,Yes,Surface,Extension,AUG-TSX,2.2603,2.0926,>100,150.23,139.43,FALSE,432,-7,decrease
Hera,731411,Australia,HRUD370,11/22/2016,Aurelia Metals Limited,Expansion,Yes,Underground,Exploration,AMI-ASX,0.0921,0.1125,>10 - 100,35.73,43.63,FALSE,53,22,increase
Mt Coolon,750831,Australia,KLRD0018,12/20/2016,GBM Resources Limited,Prefeas/Scoping,No,Surface,Infill,GBZ-ASX,0.0109,0.0103,<10,8.85,8.37,FALSE,387,-5,decrease
Hera,736651,Australia,HRUD374,12/1/2016,Aurelia Metals Limited,Expansion,Yes,Underground,Exploration,AMI-ASX,0.096,0.1087,>10 - 100,37.25,42.17,FALSE,100,13,increase
Hera,746280,Australia,HRUD386,12/13/2016,Aurelia Metals Limited,Expansion,Yes,Underground,Extension,AMI-ASX,0.1125,0.0977,>10 - 100,43.63,37.91,FALSE,525,-13,decrease
Jokisivu,716765,Finland,HU/JS-748,10/20/2016,Dragon Mining Limited,Operating,Yes,Underground,Extension,DRA-ASX,0.2039,0.2257,>10 - 100,18.12,20.05,FALSE,118,10,increase
Turner River Gold,747799,Australia,BGRC125,12/16/2016,De Grey Mining Limited,Reserves Development,Yes,Surface,Extension,DEG-ASX,0.0258,0.0272,<10,4.46,4.71,FALSE,173,5,increase
Spargoville,723220,Australia,LWRC0003,11/7/2016,Maximus Resources Limited,Advanced Exploration,Yes,Surface,Extension,MXR-ASX,0.0023,0.0022,<10,5.61,5.44,FALSE,344,-3,decrease
Spargoville,731988,Australia,SPRC004,11/22/2016,Maximus Resources Limited,Reserves Development,Yes,Surface,Extension,MXR-ASX,0.0029,0.0022,<10,7.19,5.49,FALSE,650,-23,decrease
Spargoville,751136,Australia,MXLWRC003,12/21/2016,Maximus Resources Limited,Reserves Development,Yes,Surface,Exploration,MXR-ASX,0.0022,0.0022,<10,5.3,5.41,FALSE,225,1,increase
Halls Creek,718375,Australia,WNRC16012,10/26/2016,Pantoro Limited,Expansion,Yes,In Pit,Extension,PNR-ASX,0.126,0.1283,>10 - 100,93.27,94.96,FALSE,227,1,increase
Lake Carey,727889,Australia,16LCDD011,11/15/2016,Matsa Resources Limited,Reserves Development,No,Surface,Infill,MAT-ASX,0.1506,0.142,>10 - 100,21.79,20.55,FALSE,389,-5,decrease
Mt York,748092,Australia,KMYD003,12/19/2016,Kairos Minerals Limited,Reserves Development,No,Surface,Extension,KAI-ASX,0.0233,0.022,<10,9.07,8.54,FALSE,391,-5,decrease
Polar Bear,732028,Australia,SPBD0107,11/22/2016,S2 Resources Limited,Reserves Development,Yes,Surface,Extension,S2R-ASX,0.2873,0.2024,>10 - 100,68.28,49.8,FALSE,705,-29,decrease
Mt Roberts-Cottee,736773,Australia,MRRC0032,12/1/2016,Alt Resources Limited,Target Outline,No,Surface,Extension,ARS-ASX,0.0738,0.0696,<10,4.78,4.53,FALSE,392,-5,decrease
Tropicana,747060,Australia,HSD122,12/15/2016,Independence Group NL,Operating,Yes,Surface,Extension,IGO-ASX,3.1421,3.1948,>100,1843.49,1874.4,FALSE,236,1,increase
Tropicana,747356,Australia,BSD077,12/15/2016,AngloGold Ashanti Limited,Operating,Yes,Surface,Extension,ANG-JSE,10.7326,11.2769,>100,4378.93,4603.51,FALSE,182,5,increase
Kalgoorlie North,753810,Australia,KNC160015,12/22/2016,Excelsior Gold Limited,Operating,Yes,In Pit,Extension,EXG-ASX,0.0152,0.0184,>10 - 100,12.27,14.76,FALSE,57,21,increase
Blue Spec Shear,720706,Australia,16BSDH004,11/1/2016,Novo Resources Corporation,Prefeas/Scoping,Yes,Surface,Extension,NVO-TVX,0.9549,0.7911,>10 - 100,88.84,73.6,FALSE,591,-17,decrease
Blue Spec Shear,735978,Australia,16BSDH027,11/29/2016,Novo Resources Corporation,Prefeas/Scoping,Yes,Surface,Extension,NVO-TVX,0.7455,0.5972,>10 - 100,69.35,55.56,FALSE,624,-19,decrease
Red Rabbit,716046,Turkey,KTP-RC15-16,10/19/2016,Ariana Resources Plc,Construction Started,Yes,Surface,Extension,AAU-AIMLSE,0.0206,0.0202,>10 - 100,17.35,16.96,FALSE,324,-2,decrease
Suplejack,742946,Australia,TYRD100003,12/7/2016,ABM Resources NL,Reserves Development,Yes,Surface,Extension,ABU-ASX,0.1268,0.0753,>10 - 100,47.37,28.15,FALSE,742,-40,decrease
Croinor,705855,Canada,CR 16-484,10/6/2016,Monarques Gold Corporation,Prefeas/Scoping,No,Surface,Extension,MQR-TVX,0.3183,0.2961,>10 - 100,39.11,36.52,FALSE,419,-6,decrease
Back Forty,732605,USA,LK-16-514,11/22/2016,Aquila Resources Inc.,Feasibility Started,Yes,Surface,Extension,AQA-TSX,0.1679,0.1561,>10 - 100,39.36,36.6,FALSE,421,-7,decrease
Okvau-Ochung,738772,Cambodia,DD16OKV299,12/2/2016,Emerald Resources NL,Feasibility Started,No,Surface,Infill,EMR-ASX,0.0311,0.0289,>10 - 100,65.55,60.94,FALSE,422,-7,decrease
Andy Well,732990,Australia,WBUG1126,11/23/2016,Doray Minerals Limited,Operating,No,Underground,Extension,DRM-ASX,0.3986,0.3748,>100,142.26,133.77,FALSE,398,-5,decrease
Banfora,718965,Burkina Faso,BNDD3833,10/26/2016,Teranga Gold Corporation,Feasibility Started,Yes,Surface,Extension,TGZ-TSX,4.4188,3.4882,>100,417.63,329.68,FALSE,635,-21,decrease
Wa-Lawra,717471,Ghana,JORC078,10/24/2016,Azumah Resources Limited,Feasibility Complete,Yes,Surface,Extension,AZM-ASX,0.0334,0.0286,>10 - 100,19.48,16.68,FALSE,549,-14,decrease
Wa-Lawra,745045,Ghana,JORC089,12/12/2016,Azumah Resources Limited,Feasibility Complete,Yes,Surface,Exploration,AZM-ASX,0.0253,0.0246,>10 - 100,14.76,14.34,FALSE,340,-2,decrease
Neita,705579,Dominican Republic,LP16-114,10/5/2016,Unigold Inc.,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.2356,0.2247,>10 - 100,10.75,10.25,FALSE,375,-4,decrease
Neita,720760,Dominican Republic,LP16-123,11/2/2016,Unigold Inc.,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.2466,0.205,>10 - 100,11.25,9.35,FALSE,585,-16,decrease
Red Rabbit,709039,Turkey,KTP-RC21-16,10/12/2016,Ariana Resources Plc,Construction Started,No,In Pit,Extension,AAU-AIMLSE,0.0214,0.0195,>10 - 100,18.01,16.45,FALSE,448,-8,decrease
Neita,747746,Dominican Republic,LP16-128,12/15/2016,Unigold Inc.,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.1985,0.237,<10,9.06,10.81,FALSE,65,19,increase
North Telfer,747844,Australia,16MYC0049,12/16/2016,Antipa Minerals Limited,Target Outline,Yes,Surface,Extension,AZY-ASX,0.0184,0.0162,>10 - 100,21.58,18.96,FALSE,508,-12,decrease
Yandal,718216,Australia,JAC085,10/26/2016,Echo Resources Limited,Feasibility Started,Yes,Surface,Extension,EAR-ASX,0.1832,0.166,>10 - 100,31.85,28.85,FALSE,465,-9,decrease
Karlawinda,720973,Australia,KBRC005,11/2/2016,Capricorn Metals Ltd,Feasibility Started,No,In Pit,Infill,CMM-ASX,0.0843,0.0775,>10 - 100,26.57,24.43,FALSE,440,-8,decrease
Singida,704298,Tanzania,SC679,10/3/2016,Shanta Gold Limited,Feasibility Started,Yes,Surface,Extension,SHG-AIMLSE,0.1462,0.1524,>10 - 100,85.21,88.85,FALSE,198,4,increase
Tampia,745646,Australia,THRC093,12/13/2016,Explaurum Limited,Prefeas/Scoping,No,Surface,Exploration,EXU-ASX,0.0525,0.0478,>10 - 100,18.26,16.62,FALSE,453,-8,decrease
Lake Mackay,727406,Australia,16GRRC003,11/14/2016,Independence Group NL,Target Outline,Yes,Surface,Extension,IGO-ASX,3.6627,3.271,>100,2148.88,1919.09,FALSE,486,-10,decrease
Gold Springs,705904,USA,T-16-003,10/6/2016,TriMetals Mining Inc.,Prefeas/Scoping,No,Surface,Extension,TMI-TSX,0.2236,0.2024,>10 - 100,58.97,53.27,FALSE,466,-9,decrease
Logrosan,745501,Spain,M075,12/12/2016,Metal Tiger Plc,Exploration,No,Surface,Exploration,MTR-AIMLSE,0.0199,0.0179,>10 - 100,13.12,13.87,FALSE,468,-9,decrease
Murchison,738964,Australia,16MORC057,12/6/2016,Musgrave Minerals Limited,Operating,No,Surface,Extension,MGV-ASX,0.056,0.0509,>10 - 100,10.09,9.17,FALSE,457,-9,decrease
Lake Mackay,748438,Australia,16GRRC007,12/20/2016,ABM Resources NL,Target Outline,Yes,Surface,Extension,ABU-ASX,0.0798,0.0918,>10 - 100,29.82,34.33,FALSE,86,15,increase
Redcliffe,736450,Australia,GTRC382D,11/30/2016,NTM Gold Limited,Feasibility Started,Yes,Surface,Extension,NTM-ASX,0.0411,0.0435,<10,9.29,10.94,FALSE,170,5,increase
Makabingui,735218,Senegal,RCM066,11/28/2016,Bassari Resources Limited,Feasibility Complete,No,Surface,Extension,BSR-ASX,0.026,0.0233,>10 - 100,46.79,41.91,FALSE,479,-10,decrease
Gedabek,715416,Azerbaijan,UGRC 14,10/17/2016,Anglo Asian Mining Plc,Operating,Yes,Surface,Extension,AAZ-AIMLSE,0.2303,0.4234,>10 - 100,25.94,47.7,FALSE,3,83,increase
Gedabek,747931,Azerbaijan,UGDD2,12/16/2016,Anglo Asian Mining Plc,Operating,Yes,Surface,Extension,AAZ-AIMLSE,0.2856,0.3135,>10 - 100,32.18,35.32,FALSE,131,9,increase
Wawa,709038,Canada,TR16-1B,10/12/2016,Red Pine Exploration Inc.,Reserves Development,No,Surface,Extension,RPX-TVX,0.1135,0.1009,>10 - 100,11.67,10.64,FALSE,494,-11,decrease
Wilcherry Hill,751256,Australia,13ZLDH001,12/21/2016,Tyranna Resources Limited,Feasibility,Yes,Surface,Extension,TYX-ASX,0.0181,0.0192,<10,7.22,7.65,FALSE,169,6,increase
El Compas,745817,Mexico,COM108,12/13/2016,Endeavour Silver Corporation,Prefeas/Scoping,Yes,Surface,Exploration,EDR-TSX,3.5945,3.5411,>100,456.8,450,FALSE,308,-1,decrease
Goldstrike,738458,USA,PGS117,12/1/2016,Pilot Gold Inc.,Target Outline,No,In Pit,Extension,LGD-TSX,0.3715,0.3283,>10 - 100,55.71,49.22,FALSE,504,-11,decrease
Karlawinda,716842,Australia,KBRC430,10/20/2016,Capricorn Metals Ltd,Feasibility Started,Yes,Surface,Extension,CMM-ASX,0.0885,0.0995,>10 - 100,27.9,31.36,FALSE,106,12,increase
Ulysses,726689,Australia,16USRC080,11/10/2016,Genesis Minerals Limited,Limited Production,No,Surface,Extension,GMD-ASX,0.023,0.0207,>10 - 100,14.55,15.24,FALSE,471,-9,decrease
Burro Creek,726080,USA,ZM_CS_11.10.2016,11/10/2016,Zenith Minerals Limited,Reserves Development,No,Surface,Exploration,ZNC-ASX,0.0842,0.0738,>10 - 100,14.55,12.77,FALSE,511,-12,decrease
Prospect Valley,741889,Canada,PV16-04,12/6/2016,Westhaven Ventures Inc.,Reserves Development,Yes,Surface,Exploration,WHN-TVX,0.0981,0.074,<10,5.13,3.87,FALSE,662,-24,decrease
Yaramoko,735666,Burkina Faso,YRM-16-DD-426,11/29/2016,Roxgold Inc.,Operating,Yes,Surface,Extension,ROXG-TSX,0.9244,0.9033,>100,342.57,334.75,FALSE,325,-2,decrease
May Mac,745795,Canada,BF16-26,12/13/2016,Golden Dawn Minerals Inc.,Target Outline,No,Surface,Extension,GOM-TVX,0.2018,0.1752,>10 - 100,19.16,16.63,FALSE,527,-13,decrease
Black Dog,741466,Canada,OSK-BD-16-002,12/6/2016,Osisko Mining Inc.,Reserves Development,Yes,Surface,Extension,OSK-TSX,1.8035,1.6497,>100,281.84,272.24,FALSE,447,-8,decrease
El Gallo Complex,711093,Mexico,ENX-032,10/13/2016,McEwen Mining Inc.,Operating,Yes,Surface,Exploration,MUX-US,3.28,3.35,>100,982.21,1003.42,FALSE,223,2,increase
Croinor,725810,Canada,CR-16-489,11/9/2016,Monarques Gold Corporation,Prefeas/Scoping,No,Surface,Extension,MQR-TVX,0.2549,0.2194,>10 - 100,32.39,27.61,FALSE,539,-13,decrease
Tuligtic,709345,Mexico,TU-16-467,10/12/2016,Almaden Minerals Limited,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,1.2184,1.3676,>100,104.92,117.77,FALSE,107,12,increase
Tuligtic,754402,Mexico,TU-16-479,12/22/2016,Almaden Minerals Limited,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,0.8281,1.0399,>10 - 100,71.35,89.61,FALSE,43,25,increase
Eleonore South,721857,Canada,Channel 3,11/3/2016,Azimut Exploration Inc.,Target Outline,Yes,Surface,Extension,AZM-TVX,0.3472,0.237,>10 - 100,15.78,10.77,FALSE,712,-31,decrease
Eleonore South,730980,Canada,ES16-57,11/21/2016,Azimut Exploration Inc.,Target Outline,Yes,Surface,Extension,AZM-TVX,0.244,0.2279,>10 - 100,11.09,10.36,FALSE,411,-6,decrease
Cisneros,705682,Colombia,GYB10-095,10/5/2016,Antioquia Gold Inc.,Construction Started,Yes,Underground,Extension,AGD-TVX,0.0608,0.0599,>10 - 100,14.58,18.36,FALSE,306,-1,decrease
Point Rousse,719064,Canada,BN-16-279,10/27/2016,Anaconda Mining Inc.,Operating,No,Surface,Extension,ANX-TSX,0.0525,0.0447,>10 - 100,10.98,9.35,FALSE,554,-14,decrease
Toroparu,722080,Guyana,SOD058,11/3/2016,Sandspring Resources Limited,Feasibility Started,Yes,Surface,Definition,SSP-TVX,0.4256,0.2962,>10 - 100,48.49,33.79,FALSE,707,-30,decrease
Bulago,733123,Papua New Guinea,EZL002,11/23/2016,Frontier Resources Limited,Target Outline,Yes,Surface,Exploration,FNT-ASX,0.0273,0.021,<10,1.25,0.99,FALSE,647,-23,decrease
Aphrodite,715558,Australia,APD1324,10/18/2016,Aphrodite Gold Limited,Prefeas/Scoping,No,Surface,Infill,AQQ-ASX,0.019,0.0169,>10 - 100,13.5,11.99,FALSE,496,-11,decrease
Urban,708079,Canada,BU-16-10,10/11/2016,Beaufield Resources Inc.,Reserves Development,No,Surface,Extension,BFD-TVX,0.0754,0.0634,>10 - 100,10.22,8.59,FALSE,569,-15,decrease
Clearwater,738706,Canada,ER16-606,12/1/2016,Eastmain Resources Inc.,Prefeas/Scoping,No,Surface,Infill,ER-TSX,0.3641,0.3059,>10 - 100,63.85,53.64,FALSE,571,-15,decrease
Doulnia,716606,Burkina Faso,KDD004,10/20/2016,Vital Metals Limited,Target Outline,Yes,Surface,Exploration,VML-ASX,0.0162,0.0161,<10,9.6,9.54,FALSE,285,0,same
Sanbrado,714528,Burkina Faso,TAN16-DD055,10/17/2016,West African Resources Limited,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.2478,0.2415,>100,118.66,116.86,FALSE,331,-2,decrease
Sanbrado,728035,Burkina Faso,TAN16-DD063,11/15/2016,West African Resources Limited,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.2033,0.1719,>10 - 100,98.38,83.16,FALSE,560,-15,decrease
Sanbrado,734331,Burkina Faso,TAN16-DD086,11/28/2016,West African Resources Limited,Feasibility Started,Yes,Surface,Extension,WAF-ASX,0.1709,0.1384,>10 - 100,82.71,66.95,FALSE,615,-19,decrease
